Sample Rate: 400,,,,,,
Relative Time,Date,Time Stamp UTC,Left MCA,Right MCA,Event Marker Comments,Chn 1 Events
0,9/13/2018,1:59:40 PM,0.600585938,0.61126709,,
0.01,9/13/2018,1:59:40 PM,0.59387207,0.61126709,,
0.02,9/13/2018,1:59:40 PM,0.58380127,0.610351563,,
0.03,9/13/2018,1:59:40 PM,0.574951172,0.610046387,,
0.04,9/13/2018,1:59:40 PM,0.570983887,0.610046387,,
0.05,9/13/2018,1:59:40 PM,0.572509766,0.610656738,,
0.06,9/13/2018,1:59:40 PM,0.577392578,0.61126709,,
0.07,9/13/2018,1:59:40 PM,0.584411621,0.610656738,,
0.08,9/13/2018,1:59:40 PM,0.592041016,0.60760498,,
0.09,9/13/2018,1:59:40 PM,0.595092773,0.600891113,,
0.1,9/13/2018,1:59:40 PM,0.590209961,0.592956543,,
0.11,9/13/2018,1:59:40 PM,0.578613281,0.585632324,,
0.12,9/13/2018,1:59:40 PM,0.569458008,0.581359863,,
0.13,9/13/2018,1:59:40 PM,0.570068359,0.58013916,,
0.14,9/13/2018,1:59:40 PM,0.578613281,0.579833984,,
0.15,9/13/2018,1:59:40 PM,0.5859375,0.579528809,,
0.16,9/13/2018,1:59:40 PM,0.586547852,0.578918457,,
0.17,9/13/2018,1:59:40 PM,0.57800293,0.578918457,,
0.18,9/13/2018,1:59:40 PM,0.56427002,0.578918457,,
0.19,9/13/2018,1:59:40 PM,0.553894043,0.579223633,,
0.2,9/13/2018,1:59:40 PM,0.553588867,0.580749512,,
0.21,9/13/2018,1:59:40 PM,0.562133789,0.58807373,,
0.22,9/13/2018,1:59:40 PM,0.572814941,0.608215332,,
0.23,9/13/2018,1:59:40 PM,0.587463379,0.645141602,,
0.24,9/13/2018,1:59:40 PM,0.614624023,0.698852539,,
0.25,9/13/2018,1:59:40 PM,0.661010742,0.765380859,,
0.26,9/13/2018,1:59:40 PM,0.725402832,0.840148926,,
0.27,9/13/2018,1:59:40 PM,0.799865723,0.91796875,,
0.28,9/13/2018,1:59:40 PM,0.878295898,0.991516113,,
0.29,9/13/2018,1:59:40 PM,0.953674316,1.05255127,,
0.3,9/13/2018,1:59:40 PM,1.022949219,1.094360352,,
0.31,9/13/2018,1:59:40 PM,1.077880859,1.11114502,,
0.32,9/13/2018,1:59:40 PM,1.109619141,1.100769043,,
0.33,9/13/2018,1:59:40 PM,1.113891602,1.069030762,,
0.34,9/13/2018,1:59:40 PM,1.094360352,1.028137207,,
0.35,9/13/2018,1:59:40 PM,1.058959961,0.989685059,,
0.36,9/13/2018,1:59:40 PM,1.018066406,0.958557129,,
0.37,9/13/2018,1:59:40 PM,0.9765625,0.934753418,,
0.38,9/13/2018,1:59:40 PM,0.93536377,0.914916992,,
0.39,9/13/2018,1:59:40 PM,0.895690918,0.896911621,,
0.4,9/13/2018,1:59:40 PM,0.858154297,0.883789063,,
0.41,9/13/2018,1:59:40 PM,0.82611084,0.880126953,,
0.42,9/13/2018,1:59:40 PM,0.803222656,0.88684082,,
0.43,9/13/2018,1:59:40 PM,0.79284668,0.896606445,,
0.44,9/13/2018,1:59:40 PM,0.794677734,0.899963379,,
0.45,9/13/2018,1:59:40 PM,0.799255371,0.891113281,,
0.46,9/13/2018,1:59:40 PM,0.797119141,0.868835449,,
0.47,9/13/2018,1:59:40 PM,0.785217285,0.836791992,,
0.48,9/13/2018,1:59:40 PM,0.766601563,0.801086426,,
0.49,9/13/2018,1:59:40 PM,0.747375488,0.769042969,,
0.5,9/13/2018,1:59:40 PM,0.731811523,0.747375488,,
0.51,9/13/2018,1:59:40 PM,0.721740723,0.739440918,,
0.52,9/13/2018,1:59:40 PM,0.716552734,0.744628906,,
0.53,9/13/2018,1:59:40 PM,0.71472168,0.757751465,,
0.54,9/13/2018,1:59:40 PM,0.714416504,0.77331543,,
0.55,9/13/2018,1:59:40 PM,0.714416504,0.784301758,,
0.56,9/13/2018,1:59:40 PM,0.715637207,0.788269043,,
0.57,9/13/2018,1:59:40 PM,0.720214844,0.788574219,,
0.58,9/13/2018,1:59:40 PM,0.729675293,0.787963867,,
0.59,9/13/2018,1:59:40 PM,0.743103027,0.787658691,,
0.6,9/13/2018,1:59:40 PM,0.757751465,0.787963867,,
0.61,9/13/2018,1:59:40 PM,0.76965332,0.787963867,,
0.62,9/13/2018,1:59:40 PM,0.776672363,0.787658691,,
0.63,9/13/2018,1:59:40 PM,0.776977539,0.787353516,,
0.64,9/13/2018,1:59:40 PM,0.76965332,0.787353516,,
0.65,9/13/2018,1:59:40 PM,0.75592041,0.786743164,,
0.66,9/13/2018,1:59:40 PM,0.737304688,0.783996582,,
0.67,9/13/2018,1:59:40 PM,0.717163086,0.776977539,,
0.68,9/13/2018,1:59:40 PM,0.697021484,0.764160156,,
0.69,9/13/2018,1:59:40 PM,0.678405762,0.747070313,,
0.7,9/13/2018,1:59:40 PM,0.663757324,0.727844238,,
0.71,9/13/2018,1:59:40 PM,0.653686523,0.709838867,,
0.72,9/13/2018,1:59:40 PM,0.645141602,0.694580078,,
0.73,9/13/2018,1:59:40 PM,0.635375977,0.68359375,,
0.74,9/13/2018,1:59:40 PM,0.621337891,0.677490234,,
0.75,9/13/2018,1:59:40 PM,0.604553223,0.67565918,,
0.76,9/13/2018,1:59:40 PM,0.589294434,0.67565918,,
0.77,9/13/2018,1:59:40 PM,0.578308105,0.675354004,,
0.78,9/13/2018,1:59:40 PM,0.572509766,0.673828125,,
0.79,9/13/2018,1:59:40 PM,0.570678711,0.66986084,,
0.8,9/13/2018,1:59:40 PM,0.570983887,0.660095215,,
0.81,9/13/2018,1:59:40 PM,0.571289063,0.643310547,,
0.82,9/13/2018,1:59:40 PM,0.571289063,0.621337891,,
0.83,9/13/2018,1:59:40 PM,0.571289063,0.600891113,,
0.84,9/13/2018,1:59:40 PM,0.570983887,0.587768555,,
0.85,9/13/2018,1:59:40 PM,0.570983887,0.584106445,,
0.86,9/13/2018,1:59:40 PM,0.570983887,0.589294434,,
0.87,9/13/2018,1:59:40 PM,0.570983887,0.600891113,,
0.88,9/13/2018,1:59:40 PM,0.570983887,0.613098145,,
0.89,9/13/2018,1:59:40 PM,0.570983887,0.619506836,,
0.9,9/13/2018,1:59:40 PM,0.570678711,0.615234375,,
0.91,9/13/2018,1:59:40 PM,0.570678711,0.598754883,,
0.92,9/13/2018,1:59:40 PM,0.570678711,0.573730469,,
0.93,9/13/2018,1:59:40 PM,0.570678711,0.549316406,,
0.94,9/13/2018,1:59:40 PM,0.570678711,0.533447266,,
0.95,9/13/2018,1:59:40 PM,0.570678711,0.532226563,,
0.96,9/13/2018,1:59:40 PM,0.570373535,0.543212891,,
0.97,9/13/2018,1:59:40 PM,0.56854248,0.557250977,,
0.98,9/13/2018,1:59:40 PM,0.563964844,0.565490723,,
0.99,9/13/2018,1:59:40 PM,0.55480957,0.56640625,,
1,9/13/2018,1:59:41 PM,0.540771484,0.56427002,,
1.01,9/13/2018,1:59:41 PM,0.524902344,0.565490723,,
1.02,9/13/2018,1:59:41 PM,0.514221191,0.574035645,,
1.03,9/13/2018,1:59:41 PM,0.512390137,0.591430664,,
1.04,9/13/2018,1:59:41 PM,0.523681641,0.61706543,,
1.05,9/13/2018,1:59:41 PM,0.551147461,0.651550293,,
1.06,9/13/2018,1:59:41 PM,0.598449707,0.698852539,,
1.07,9/13/2018,1:59:41 PM,0.667724609,0.760803223,,
1.08,9/13/2018,1:59:41 PM,0.753479004,0.833740234,,
1.09,9/13/2018,1:59:41 PM,0.845031738,0.908203125,,
1.1,9/13/2018,1:59:41 PM,0.931091309,0.973815918,,
1.11,9/13/2018,1:59:41 PM,1.003723145,1.022949219,,
1.12,9/13/2018,1:59:41 PM,1.059570313,1.051940918,,
1.13,9/13/2018,1:59:41 PM,1.093139648,1.06048584,,
1.14,9/13/2018,1:59:41 PM,1.09588623,1.049804688,,
1.15,9/13/2018,1:59:41 PM,1.069641113,1.022644043,,
1.16,9/13/2018,1:59:41 PM,1.028137207,0.987854004,,
1.17,9/13/2018,1:59:41 PM,0.985107422,0.954589844,,
1.18,9/13/2018,1:59:41 PM,0.948181152,0.928039551,,
1.19,9/13/2018,1:59:41 PM,0.916748047,0.906677246,,
1.2,9/13/2018,1:59:41 PM,0.885009766,0.891113281,,
1.21,9/13/2018,1:59:41 PM,0.84777832,0.883789063,,
1.22,9/13/2018,1:59:41 PM,0.807495117,0.88104248,,
1.23,9/13/2018,1:59:41 PM,0.774841309,0.875549316,,
1.24,9/13/2018,1:59:41 PM,0.755615234,0.862731934,,
1.25,9/13/2018,1:59:41 PM,0.747375488,0.841369629,,
