Sample Rate: 400,,,,,,
Relative Time,Date,Time Stamp UTC,Left MCA,Right MCA,Event Marker Comments,Chn 1 Events
0,1/24/2019,2:27:34 PM,0.634155273,0.62713623,,
0.01,1/24/2019,2:27:34 PM,0.634155273,0.62713623,,
0.02,1/24/2019,2:27:34 PM,0.634460449,0.62713623,,
0.03,1/24/2019,2:27:34 PM,0.635070801,0.62713623,,
0.04,1/24/2019,2:27:34 PM,0.635070801,0.626831055,,
0.05,1/24/2019,2:27:34 PM,0.634460449,0.626525879,,
0.06,1/24/2019,2:27:34 PM,0.632019043,0.625,,
0.07,1/24/2019,2:27:34 PM,0.626831055,0.619812012,,
0.08,1/24/2019,2:27:34 PM,0.615844727,0.609436035,,
0.09,1/24/2019,2:27:34 PM,0.600585938,0.593566895,,
0.1,1/24/2019,2:27:34 PM,0.585327148,0.577697754,,
0.11,1/24/2019,2:27:34 PM,0.575256348,0.567016602,,
0.12,1/24/2019,2:27:34 PM,0.571289063,0.563049316,,
0.13,1/24/2019,2:27:34 PM,0.570983887,0.563049316,,
0.14,1/24/2019,2:27:34 PM,0.571899414,0.563964844,,
0.15,1/24/2019,2:27:34 PM,0.573730469,0.56427002,,
0.16,1/24/2019,2:27:34 PM,0.578308105,0.565795898,,
0.17,1/24/2019,2:27:34 PM,0.590209961,0.57434082,,
0.18,1/24/2019,2:27:34 PM,0.613708496,0.59967041,,
0.19,1/24/2019,2:27:34 PM,0.653076172,0.646057129,,
0.2,1/24/2019,2:27:34 PM,0.709228516,0.710144043,,
0.21,1/24/2019,2:27:34 PM,0.779418945,0.784912109,,
0.22,1/24/2019,2:27:34 PM,0.853271484,0.860595703,,
0.23,1/24/2019,2:27:34 PM,0.921325684,0.928955078,,
0.24,1/24/2019,2:27:34 PM,0.975341797,0.982971191,,
0.25,1/24/2019,2:27:34 PM,1.010437012,1.018676758,,
0.26,1/24/2019,2:27:34 PM,1.025085449,1.032104492,,
0.27,1/24/2019,2:27:34 PM,1.02355957,1.022644043,,
0.28,1/24/2019,2:27:34 PM,1.010742188,0.992736816,,
0.29,1/24/2019,2:27:34 PM,0.992126465,0.956115723,,
0.3,1/24/2019,2:27:34 PM,0.971984863,0.929870605,,
0.31,1/24/2019,2:27:34 PM,0.952148438,0.918579102,,
0.32,1/24/2019,2:27:34 PM,0.934143066,0.916137695,,
0.33,1/24/2019,2:27:34 PM,0.919494629,0.916137695,,
0.34,1/24/2019,2:27:34 PM,0.910644531,0.916137695,,
0.35,1/24/2019,2:27:34 PM,0.906982422,0.915527344,,
0.36,1/24/2019,2:27:34 PM,0.90637207,0.912780762,,
0.37,1/24/2019,2:27:34 PM,0.90637207,0.905456543,,
0.38,1/24/2019,2:27:34 PM,0.905456543,0.892028809,,
0.39,1/24/2019,2:27:34 PM,0.903320313,0.871276855,,
0.4,1/24/2019,2:27:34 PM,0.897216797,0.84197998,,
0.41,1/24/2019,2:27:34 PM,0.881347656,0.806274414,,
0.42,1/24/2019,2:27:34 PM,0.852966309,0.76751709,,
0.43,1/24/2019,2:27:34 PM,0.813598633,0.732727051,,
0.44,1/24/2019,2:27:34 PM,0.771484375,0.708618164,,
0.45,1/24/2019,2:27:34 PM,0.735778809,0.697631836,,
0.46,1/24/2019,2:27:34 PM,0.716247559,0.698242188,,
0.47,1/24/2019,2:27:34 PM,0.715942383,0.707092285,,
0.48,1/24/2019,2:27:34 PM,0.729064941,0.720825195,,
0.49,1/24/2019,2:27:34 PM,0.747680664,0.735168457,,
0.5,1/24/2019,2:27:34 PM,0.765991211,0.747070313,,
0.51,1/24/2019,2:27:34 PM,0.780334473,0.753479004,,
0.52,1/24/2019,2:27:34 PM,0.788574219,0.755310059,,
0.53,1/24/2019,2:27:34 PM,0.790710449,0.755004883,,
0.54,1/24/2019,2:27:34 PM,0.787353516,0.754089355,,
0.55,1/24/2019,2:27:34 PM,0.777587891,0.749206543,,
0.56,1/24/2019,2:27:34 PM,0.762329102,0.738220215,,
0.57,1/24/2019,2:27:34 PM,0.744018555,0.721740723,,
0.58,1/24/2019,2:27:34 PM,0.726318359,0.704345703,,
0.59,1/24/2019,2:27:34 PM,0.711669922,0.68939209,,
0.6,1/24/2019,2:27:34 PM,0.700683594,0.678710938,,
0.61,1/24/2019,2:27:34 PM,0.692443848,0.670776367,,
0.62,1/24/2019,2:27:34 PM,0.682678223,0.661315918,,
0.63,1/24/2019,2:27:34 PM,0.668334961,0.649414063,,
0.64,1/24/2019,2:27:34 PM,0.650939941,0.637817383,,
0.65,1/24/2019,2:27:34 PM,0.635681152,0.630187988,,
0.66,1/24/2019,2:27:34 PM,0.625305176,0.62713623,,
0.67,1/24/2019,2:27:34 PM,0.620422363,0.626525879,,
0.68,1/24/2019,2:27:34 PM,0.61920166,0.626831055,,
0.69,1/24/2019,2:27:34 PM,0.61920166,0.627441406,,
0.7,1/24/2019,2:27:34 PM,0.61920166,0.627441406,,
0.71,1/24/2019,2:27:34 PM,0.618591309,0.627441406,,
0.72,1/24/2019,2:27:34 PM,0.618591309,0.62713623,,
0.73,1/24/2019,2:27:34 PM,0.618591309,0.62713623,,
0.74,1/24/2019,2:27:34 PM,0.618591309,0.626831055,,
0.75,1/24/2019,2:27:34 PM,0.618591309,0.626831055,,
0.76,1/24/2019,2:27:34 PM,0.618591309,0.626220703,,
0.77,1/24/2019,2:27:34 PM,0.618591309,0.623779297,,
0.78,1/24/2019,2:27:34 PM,0.618591309,0.61706543,,
0.79,1/24/2019,2:27:34 PM,0.617370605,0.605163574,,
0.8,1/24/2019,2:27:34 PM,0.612487793,0.588684082,,
0.81,1/24/2019,2:27:34 PM,0.603942871,0.571594238,,
0.82,1/24/2019,2:27:34 PM,0.592041016,0.55847168,,
0.83,1/24/2019,2:27:34 PM,0.580444336,0.551452637,,
0.84,1/24/2019,2:27:34 PM,0.573120117,0.548400879,,
0.85,1/24/2019,2:27:34 PM,0.570983887,0.547790527,,
0.86,1/24/2019,2:27:34 PM,0.571289063,0.548095703,,
0.87,1/24/2019,2:27:34 PM,0.571899414,0.550537109,,
0.88,1/24/2019,2:27:34 PM,0.575561523,0.559692383,,
0.89,1/24/2019,2:27:34 PM,0.587158203,0.58380127,,
0.9,1/24/2019,2:27:34 PM,0.613708496,0.626831055,,
0.91,1/24/2019,2:27:34 PM,0.659790039,0.69152832,,
0.92,1/24/2019,2:27:34 PM,0.723876953,0.774536133,,
0.93,1/24/2019,2:27:34 PM,0.797729492,0.864562988,,
0.94,1/24/2019,2:27:34 PM,0.872192383,0.950317383,,
0.95,1/24/2019,2:27:34 PM,0.940551758,1.022644043,,
0.96,1/24/2019,2:27:34 PM,0.995483398,1.075439453,,
0.97,1/24/2019,2:27:34 PM,1.032714844,1.104736328,,
0.98,1/24/2019,2:27:34 PM,1.047363281,1.105041504,,
0.99,1/24/2019,2:27:34 PM,1.040039063,1.076049805,,
1,1/24/2019,2:27:35 PM,1.017150879,1.026306152,,
1.01,1/24/2019,2:27:35 PM,0.986022949,0.966491699,,
1.02,1/24/2019,2:27:35 PM,0.954589844,0.914001465,,
1.03,1/24/2019,2:27:35 PM,0.928039551,0.886230469,,
1.04,1/24/2019,2:27:35 PM,0.906982422,0.886230469,,
1.05,1/24/2019,2:27:35 PM,0.891418457,0.90057373,,
1.06,1/24/2019,2:27:35 PM,0.881347656,0.914306641,,
1.07,1/24/2019,2:27:35 PM,0.875854492,0.919189453,,
1.08,1/24/2019,2:27:35 PM,0.873413086,0.911865234,,
1.09,1/24/2019,2:27:35 PM,0.87310791,0.894775391,,
1.1,1/24/2019,2:27:35 PM,0.87310791,0.874328613,,
1.11,1/24/2019,2:27:35 PM,0.872802734,0.853881836,,
1.12,1/24/2019,2:27:35 PM,0.87097168,0.832214355,,
1.13,1/24/2019,2:27:35 PM,0.86517334,0.807800293,,
1.14,1/24/2019,2:27:35 PM,0.850219727,0.780029297,,
1.15,1/24/2019,2:27:35 PM,0.823364258,0.751342773,,
1.16,1/24/2019,2:27:35 PM,0.790405273,0.729675293,,
1.17,1/24/2019,2:27:35 PM,0.76171875,0.720825195,,
1.18,1/24/2019,2:27:35 PM,0.744628906,0.726623535,,
1.19,1/24/2019,2:27:35 PM,0.7421875,0.741882324,,
1.2,1/24/2019,2:27:35 PM,0.752258301,0.760803223,,
1.21,1/24/2019,2:27:35 PM,0.767822266,0.776367188,,
1.22,1/24/2019,2:27:35 PM,0.78125,0.784912109,,
1.23,1/24/2019,2:27:35 PM,0.787963867,0.787963867,,
1.24,1/24/2019,2:27:35 PM,0.786132813,0.788269043,,
